Id|Sponsor|Status|Start|Completion|Type|Submission|Conditions|Interventions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820377|University of Manitoba|Completed|Oct 2010|Jun 2016|Interventional|Mar 2013|Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829711|MedImmune LLC|Completed|Apr 2013|Apr 2019|Interventional|Apr 2013|Leukemia|Immunotoxin HA22,Protective Agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821703|Eli Lilly and Company|Completed|May 2013|Sep 2013|Interventional|Mar 2013||Spironolactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829061|Quotient Diagnostics Limited|Terminated|Apr 2013|Apr 2014|Observational|Apr 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822483|Irmandade Santa Casa de Misericórdia de Porto Alegre|Completed|Apr 2013|Mar 2015|Interventional|Mar 2013||Mycophenolic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828593|Entera Health, Inc|Completed|Apr 2013|Sep 2014|Interventional|Apr 2013|HIV Enteropathy,Intestinal Diseases|Immunoglobulins,Antibodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01824875|Eastern Cooperative Oncology Group|Active, not recruiting|Apr 2013|Jul 2023|Interventional|Apr 2013|Carcinoma,Neuroendocrine Tumors,Insulinoma,Gastrinoma,Glucagonoma,Somatostatinoma|Capecitabine,Temozolomide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829204|Texas Tech University Health Sciences Center|Recruiting|Apr 2013|Dec 2027|Observational [Patient Registry]|Apr 2013|Mycoses,Vaginosis,Obstetric Labor,Vulvodynia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828073|National Institute of Allergy and Infectious Diseases (NIAID)|Completed|May 2011|Apr 2018|Observational|Apr 2013|HIV Infections|Raltegravir Potassium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825928|Wei Hao|Completed|Feb 2013|Jul 2014|Interventional|Mar 2013||Paliperidone Palmitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01824199|Mayo Clinic|Withdrawn|Mar 2013|Nov 2016|Interventional|Mar 2013|Esophagitis|Omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827839|GlaxoSmithKline|Completed|Jun 2013|Nov 2014|Interventional|Mar 2013|Herpes Zoster|Vaccines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823016|Janssen Research & Development, LLC|Completed|Sep 2013|Jul 2015|Interventional|Mar 2013|Asthma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823302|Nestlé|Completed|Feb 2010|Dec 2010|Interventional|Mar 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823965|Poitiers University Hospital|Completed|Oct 2011|Jul 2014|Interventional|Mar 2013|Macular Edema,Edema|Ranibizumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828554|University of Wisconsin, Madison|Completed|Jun 2013|Apr 2018|Interventional|Apr 2013||Capecitabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829646|Universitaire Ziekenhuizen Leuven|Unknown status|Mar 2013|Mar 2017|Interventional|Mar 2013|Head and Neck Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826773|Fluoropharma, Inc.|Completed|Mar 2013|Sep 2016|Interventional|Apr 2013|Coronary Artery Disease,Myocardial Ischemia,Coronary Disease|Palmitic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823042|Jinling Hospital, China|Unknown status|Oct 2012|Jul 2013|Interventional|Mar 2013|Crohn Disease|Azathioprine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821339|Duke University|Completed|Mar 2013|Apr 2016|Observational|Mar 2013|Wounds and Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821027|Johnson & Johnson Pharmaceutical Research & Development, L.L.C.|Completed|Aug 2008|Sep 2008|Interventional|Mar 2013||Canagliflozin,Simvastatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821534|Allergan|Completed|Mar 2013|May 2013|Observational|Mar 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821261|Johnson & Johnson Consumer Inc. (J&JCI)|Withdrawn|Apr 2014|Jul 2014|Interventional|Mar 2013|Gingivitis|Chlorhexidine,Fluorides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829386|University of Michigan|Recruiting|Jan 2013|Oct 2021|Observational|Apr 2013|Stroke|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823614|Dmitry Kireev|Completed|Nov 2012|Dec 2013|Observational|Mar 2013|HIV Infections|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827579|University College, London|Completed|Jul 2014|Jan 2020|Interventional|Apr 2013|Hematologic Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828138|Odense University Hospital|Completed|May 2013|Oct 2015|Interventional|Apr 2013|Pre-Eclampsia,Proteinuria,Hypertension|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827670|GlaxoSmithKline|Completed|Feb 2013|May 2013|Interventional|Apr 2013|Dentin Sensitivity,Hypersensitivity|Fluorides,Tin Fluorides,Fluorophosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825512|Consorzio per Valutazioni Biologiche e Farmacologiche|Completed|Mar 2014|Sep 2017|Interventional|Apr 2013|Hemoglobinopathies,Iron Overload|Deferasirox,Deferiprone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826162|Maastricht University Medical Center|Completed|Apr 2013|Jun 2013|Interventional|Feb 2013|Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01824368|Red de Terapia Celular|Completed|Apr 2013|Apr 2016|Interventional|Apr 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826994|Maastricht University Medical Center|Completed|Sep 2013|Dec 2016|Interventional|Apr 2013|Thoracic Diseases,Acute Coronary Syndrome,Angina Pectoris,Angina,Syndrome|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822054|Arkansas Children's Hospital Research Institute|Completed|Jan 2012|Aug 2014|Observational|Feb 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822925|NeuroBo Pharmaceuticals Inc.|Completed|Nov 2013|Jan 2015|Interventional|Mar 2013|Peripheral Nervous System Diseases,Diabetic Neuropathies|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826370|Boehringer Ingelheim|Terminated|May 2012|Oct 2013|Observational|Apr 2013|Diabetes Mellitus|Linagliptin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01824017|City of Hope Medical Center|Completed|Dec 2012|Sep 2016|Interventional|Dec 2012|Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828645|Federal University of Mato Grosso|Completed|Feb 2013|Mar 2013|Interventional|Apr 2013|Peptic Ulcer,Gastritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821495|Guangxi Medical University|Unknown status|May 2013|May 2018|Interventional|Mar 2013|Carcinoma,Nasopharyngeal Carcinoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829425|University of New Mexico|Completed|Apr 2013|Oct 2017|Interventional|Apr 2013|Urinary Incontinence,Enuresis|Tolterodine Tartrate,Oxybutynin,Cholinergic Antagonists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821326|Shanghai Jiao Tong University School of Medicine|Completed|Jun 2002||Observational|Mar 2013|Gastrointestinal Hemorrhage,Hemorrhage|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822886|Fondazione Italiana Linfomi ONLUS|Completed|Jan 2013|Jul 2018|Interventional|Mar 2013|Lymphoma|Gemcitabine,Romidepsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820481|Whanin Pharmaceutical Company|Completed|Sep 2012|Nov 2013|Interventional|Mar 2013|Asthma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820598|AGIR à Dom|Unknown status|Jan 2013|Dec 2017|Interventional|Jan 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826591|Stanford University|Completed|Jan 2013|May 2016|Interventional|Mar 2013|Insulin Resistance|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829555|UConn Health|Completed|Feb 2013|Aug 2014|Interventional|Apr 2013|Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820403|University of Minnesota|Completed|Sep 2010|Feb 2013|Interventional|Mar 2013|Body Weight|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827774|Cook Group Incorporated|Completed|Mar 2013|Apr 2017|Interventional|Apr 2013|Prolapse,Pelvic Organ Prolapse|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822561|Tufts Medical Center|Completed|May 2013|Dec 2017|Interventional|Mar 2013|Central Serous Chorioretinopathy|Eplerenone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820689|Centro de Diagnostico Auditivo de Cuiaba|Completed|Jan 2012|Nov 2012|Interventional|Mar 2013|Cleft Palate,Cleft Lip|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821131|St. Boniface Hospital|Active, not recruiting|Jan 2014|Sep 2022|Interventional|Mar 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01824810|University of British Columbia|Unknown status|Jun 2013|Mar 2016|Interventional|Apr 2013|Whiplash Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827397|PX'Therapeutics|Completed|Apr 2013|Feb 2014|Interventional|Apr 2013||Vaccines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821807|Adiyaman University Research Hospital|Completed|Jun 2013|Jul 2013|Observational|Mar 2013|Post-Dural Puncture Headache,Headache|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820793|Assistance Publique - Hôpitaux de Paris|Terminated|May 2013|Nov 2015|Interventional|Feb 2013|Pyelonephritis|Cefoxitin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820663|Burke Rehabilitation Hospital|Completed|Mar 2012|May 2014|Interventional|Mar 2013|Stroke,Ischemic Stroke|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829295|University of California, San Francisco|Completed|Aug 2013|Aug 2018|Interventional|Apr 2013|Uveitis|Mycophenolic Acid,Prednisone,Methotrexate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827228|National Development and Research Institutes, Inc.|Unknown status|Apr 2013|Jul 2017|Interventional|Mar 2013||HIV Antibodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827163|Memorial Sloan Kettering Cancer Center|Completed|Apr 2013|Jan 2019|Interventional|Apr 2013|Breast Neoplasms|Paclitaxel,Trastuzumab,Lapatinib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825343|Ziv Hospital|Unknown status|Apr 2013|Apr 2014|Observational|Apr 2013|Wounds and Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828411|University Hospital Inselspital, Berne|Terminated|Apr 2013|Mar 2018|Observational|Mar 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822990|Hospital Universitario Getafe|Completed|Feb 2011|Jul 2012|Observational [Patient Registry]|Mar 2013|Peripheral Arterial Disease,Peripheral Vascular Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826838|Dr Anthony Mega|Withdrawn|Jan 2013|Apr 2013|Interventional|Jul 2012|Prostatic Neoplasms|Dasatinib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821859|OHSU Knight Cancer Institute|Terminated|Jan 2010|Nov 2011|Interventional|Mar 2013||Bevacizumab,Albumin-Bound Paclitaxel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829893|Korea University Anam Hospital|Completed|Jan 2012|Feb 2012|Interventional|Apr 2013|Prostatic Hyperplasia,Hyperplasia|Tamsulosin,Finasteride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825564|St. Louis University|Terminated|Mar 2013|May 2016|Observational|Feb 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823120|University of Dublin, Trinity College|Terminated|Mar 2015|Dec 2015|Interventional|Mar 2013|Self-Injurious Behavior|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827540|Tobira Therapeutics, Inc.|Completed|Mar 2013|May 2013|Interventional|Mar 2013|HIV Infections,Acquired Immunodeficiency Syndrome|Dolutegravir,Cenicriviroc,Midazolam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826734|University Hospital Ostrava|Completed|Jan 1994|Jan 2013|Observational|Mar 2013|Lacrimal Apparatus Diseases,Lacrimal Duct Obstruction|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823783|University Hospital, Montpellier|Recruiting|Nov 2012|Jan 2021|Interventional|Mar 2013|Muscular Dystrophies,Muscular Dystrophy,Fibrosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827657|GlaxoSmithKline|Completed|May 2013|Mar 2014|Interventional|Apr 2013|Hepatitis C|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01824914|Huazhong University of Science and Technology|Completed|Apr 2013|Oct 2013|Interventional|Mar 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827085|Örebro University, Sweden|Completed|May 2012|Sep 2015|Observational|Mar 2013|Obesity|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827410|Zealand University Hospital|Completed|Oct 2010|Feb 2013|Observational|Apr 2013|Hernia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828372|University of Cologne|Unknown status|May 2013|Mar 2017|Interventional|Mar 2013|Hepatic Insufficiency,Liver Failure,Renal Insufficiency,Kidney Failure,Multiple Organ Failure|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820910|International Extranodal Lymphoma Study Group (IELSG)|Active, not recruiting|Mar 2013|Sep 2023|Interventional|Mar 2013|Lymphoma|Doxycycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829971|Mirna Therapeutics, Inc.|Terminated|Apr 2013|May 2017|Interventional|Apr 2013|Multiple Myeloma,Carcinoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829334|The University of Hong Kong|Completed|Jun 2006|May 2009|Interventional|Apr 2013|Dental Caries|Listerine,Fluorides,Sodium Fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823770|University Hospital, Montpellier|Completed|Nov 2012|Jun 2017|Interventional|Mar 2013|Psychomotor Agitation,Restless Legs Syndrome,Syndrome|Rotigotine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829087|Rothman Institute Orthopaedics|Unknown status|Aug 2012||Interventional|Apr 2013|Contracture|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821846|Novo Nordisk A/S|Completed|Nov 2013|Mar 2017|Observational|Mar 2013|Diabetes Mellitus|Liraglutide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827384|National Cancer Institute (NCI)|Active, not recruiting|Dec 2013||Interventional|Apr 2013||Carboplatin,Everolimus,Temozolomide,Trametinib,Veliparib,Adavosertib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822301|University of Pittsburgh|Completed|Apr 2013|May 2015|Interventional|Mar 2013|Facial Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826513|ResMed|Completed|May 2013|Jun 2013|Interventional|Apr 2013|Sleep Apnea Syndromes,Sleep Apnea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820559|Bial - Portela C S.A.|Completed|Apr 2009|Jun 2010|Interventional|Mar 2013|Migraine Disorders|Eslicarbazepine acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825369|University of California, San Francisco|Withdrawn|Dec 2014|Jul 2020|Interventional|Mar 2013|Heart Diseases,Heart Defects,Heart Septal Defects,Endocardial Cushion Defects|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821976|Major Extremity Trauma Research Consortium|Active, not recruiting|Mar 2013|Jun 2022|Interventional|Mar 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826435|Duke University|Withdrawn|Jan 2014|May 2015|Interventional|Apr 2013|Hypertension|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825330|Neuronix Ltd|Completed|Oct 2013|Mar 2016|Interventional|Mar 2013|Alzheimer Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826981|Gilead Sciences|Completed|Apr 2013|May 2015|Interventional|Apr 2013|Hepatitis C|Sofosbuvir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826851|Peter A Knight|Completed|Mar 2013|Jun 2017|Interventional|Mar 2013|Coronary Artery Disease,Pain|Bupivacaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822509|National Cancer Institute (NCI)|Completed|May 2013|Jun 2021|Interventional|Apr 2013|Lymphoma,Leukemia,Neoplasms,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Hematologic Neoplasms,Multiple Myeloma,Myelodysplastic Syndromes,Myeloproliferative Disorders|Nivolumab,Ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827254|Pfizer|Completed|Jul 2013|Apr 2014|Observational|Mar 2013|Carcinoma|Sunitinib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821833|New Mexico Cancer Care Alliance|Active, not recruiting|May 2016|Aug 2021|Interventional|Mar 2013|Ovarian Neoplasms|Paclitaxel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828710|AGUNCO Obstetrics and Gynecology Centre|Completed|Aug 2012|Nov 2012|Interventional|Mar 2013|Oligospermia,Asthenozoospermia|Folic Acid,Inositol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820013|University of Plymouth|Completed|Nov 2012|Nov 2014|Interventional|Mar 2013|Pelvic Pain,Pelvic Girdle Pain|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823484|Zhongda Hospital|Unknown status|Jan 2012||Interventional|Mar 2013|Acute Kidney Injury,Critical Illness|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823627|Psykiatrien Syd|Completed|Mar 2013|Jul 2013|Interventional|Mar 2013|Lung Diseases,Pulmonary Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822158|Providence Health & Services|Completed|May 2013|Dec 2013|Interventional|Mar 2013|Obstetric Labor Complications|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821651|University of Zurich|Unknown status|Jan 2012|Jan 2014|Interventional|Dec 2012|Heart Valve Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825317|Neuronix Ltd|Completed|Mar 2013|Dec 2013|Interventional|Apr 2013|Alzheimer Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826565|Seoul National University Hospital|Unknown status|May 2013|Jul 2014|Interventional|Mar 2013|Urinary Bladder Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826448|Daiichi Sankyo, Inc.|Terminated|Nov 2013|Sep 2014|Interventional|Apr 2013|Melanoma|Vemurafenib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01822236|Universidad de Almeria|Completed|Apr 2013|Dec 2013|Interventional|Mar 2013|Back Pain,Low Back Pain|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826344|Vascutek Ltd.|Terminated|Jun 2010|Dec 2015|Observational [Patient Registry]|Apr 2013|Aneurysm,Aortic Aneurysm|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820754|Duke University|Completed|Mar 2013|Apr 2018|Interventional|Mar 2013|Lung Neoplasms,Carcinoma|Paclitaxel,Carboplatin,Ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820156|Hospital Clinic of Barcelona|Completed|Feb 2012|Jun 2013|Interventional|Mar 2013|Sleep Apnea Syndromes,Sleep Apnea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828788|University Hospital, Clermont-Ferrand|Completed|Apr 2013|Jan 2015|Interventional|Apr 2013|Bronchitis|Ropivacaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829347|Vital Therapies, Inc.|Terminated|Apr 2014|Sep 2018|Interventional|Apr 2013|Hepatitis A,Hepatitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821872|Barts & The London NHS Trust|Completed|May 2011|Nov 2011|Interventional|Mar 2013||Acetaminophen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820923|IRCCS San Camillo, Venezia, Italy|Completed|Jul 2011|Dec 2014|Interventional|Mar 2013|Persistent Vegetative State|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823354|University Hospital, Montpellier|Recruiting|Nov 2012|Nov 2022|Interventional|Mar 2013|Psychomotor Agitation,Restless Legs Syndrome,Syndrome|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821469|University Hospital, Grenoble|Completed|May 2011|Dec 2013|Interventional|Nov 2012|Disease,Bipolar Disorder|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823523|Atlantic Center for Oral and Maxillofacial Surgery|Unknown status|Jun 2013|Oct 2015|Interventional|Mar 2013|Dentofacial Deformities|Clindamycin,Clindamycin palmitate,Clindamycin phosphate,Cefazolin,Cephalexin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821209|University of California, San Francisco|Completed|Apr 2013|May 2015|Interventional|Mar 2013|Prostatic Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823341|Jaeb Center for Health Research|Completed|May 2013|Sep 2014|Interventional|Mar 2013|Diabetes Mellitus,Hypoglycemia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829672|Medical University of Graz|Completed|Mar 2013|Mar 2017|Interventional|Apr 2013|Hypertension,Pulmonary Arterial Hypertension|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820208|Institute of Liver and Biliary Sciences, India|Completed|Mar 2014|Jun 2017|Interventional|Mar 2013|Hepatitis A,Hepatitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828723|Antria|Completed|Apr 2013|Jan 2015|Interventional|Apr 2013|Lipodystrophy|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01823029|Jinling Hospital, China|Completed|Nov 2012|Nov 2013|Interventional|Mar 2013|Crohn Disease|Epoetin Alfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821001|Mayo Clinic|Completed|Mar 2013|Jan 2018|Interventional|Mar 2013|Adenomyosis|Bromocriptine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01824732|China Academy of Chinese Medical Sciences|Unknown status|Jan 2013|Apr 2013|Observational [Patient Registry]|Mar 2013|Bronchitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825447|Pfizer|Completed|Jul 2013|Sep 2013|Interventional|Apr 2013||Naltrexone,Oxycodone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827761|Brown University|Completed|Oct 2011|May 2014|Observational|Apr 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828203|Rick Hansen Institute|Unknown status|Jun 2013|Jun 2018|Interventional|Apr 2013|Spinal Cord Injuries,Wounds and Injuries|Minocycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01828762|Cellular Biomedicine Group Ltd.|Completed|Dec 2012||Interventional|Apr 2013|Carcinoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820078|Fundación Renal Iñigo Alvarez De Toledo|Terminated|May 2012|Dec 2013|Interventional|Jul 2012|Kidney Diseases,Renal Insufficiency,Albuminuria,Kidney Failure,Inflammation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826656|University College, London|Withdrawn|May 2014|Nov 2015|Interventional|Mar 2013|Osteoporosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01829789|Oregon Research Institute|Completed|Apr 2013|Mar 2016|Interventional|Apr 2013|Substance-Related Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826331|University of Rhode Island|Unknown status|Mar 2014|May 2019|Interventional|Apr 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825226|International Food Policy Research Institute|Unknown status|Feb 2010|Sep 2017|Interventional|Jan 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827007|Helsinki University Central Hospital|Completed|Jan 2008|Feb 2013|Interventional|Apr 2013|Shock|Polygeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01827150|Université de Montréal|Unknown status|Jun 2013|Apr 2014|Interventional|Apr 2013||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01820611|Zimmer Biomet|Completed|Feb 2013|Jun 2021|Observational|Mar 2013|Necrosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01825837|Bial - Portela C S.A.|Completed|Mar 2006|Jun 2007|Interventional|Apr 2013|Disease,Recurrence|Eslicarbazepine acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01821287|Children's Hospital Medical Center, Cincinnati|Completed|Sep 2010|Oct 2013|Observational|Mar 2013|Heart Diseases,Heart Defects,Univentricular Heart|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01826357|Taipei Medical University WanFang Hospital|Unknown status|Mar 2013|Feb 2014|Observational|Apr 2013|Metabolic Syndrome,Syndrome|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
